1	44793335639 	1351	三高保健品
2	549622925549 	458	三高保健品
3	536839268926 	192	三高保健品
4	556349586780 	174	三高保健品
5	538288564308 	173	三高保健品
6	538864567898 	129	三高保健品
7	44924827285 	116	三高保健品
8	13082234357 	92	三高保健品
9	547468338597 	88	三高保健品
10	13223039418 	83	三高保健品
11	43318326377 	67	三高保健品
12	520760204611 	65	三高保健品
13	43029859334 	62	三高保健品
14	537266192111 	53	三高保健品
15	520728374621 	46	三高保健品
16	543585878461 	44	三高保健品
17	538931689206 	41	三高保健品
18	549295296755 	38	三高保健品
19	16984009506 	36	三高保健品
20	548506783994 	36	三高保健品
21	555367214262 	35	三高保健品
22	525493119329 	30	三高保健品
23	19599865144 	30	三高保健品
24	559630283598 	27	三高保健品
25	549859117656 	26	三高保健品
26	17212552989 	26	三高保健品
27	558862972820 	24	三高保健品
28	547012293066 	22	三高保健品
29	7620333938 	22	三高保健品
30	13903284657 	19	三高保健品
31	534457104868 	19	三高保健品
32	556204949491 	16	三高保健品
33	547250849986 	14	三高保健品
34	523044777931 	13	三高保健品
35	43298908038 	13	三高保健品
36	26841084316 	12	三高保健品
37	543867347803 	11	三高保健品
38	45662370531 	11	三高保健品
39	45741504983 	10	三高保健品
40	528837002539 	10	三高保健品
41	545243868502 	9	三高保健品
42	536178103693 	9	三高保健品
43	43544538595 	9	三高保健品
44	536372843135 	8	三高保健品
45	548323024705 	213	心脏保健品
46	520762057730 	204	心脏保健品
47	521235993484 	148	心脏保健品
48	549431382538 	118	心脏保健品
49	543292336591 	117	心脏保健品
50	43625652490 	108	心脏保健品
51	543578471208 	98	心脏保健品
52	3320116206 	95	心脏保健品
53	37585710855 	95	心脏保健品
54	43736230776 	85	心脏保健品
55	551051076473 	80	心脏保健品
56	520571621982 	55	心脏保健品
57	535838098805 	55	心脏保健品
58	529000211323 	53	心脏保健品
59	40049084396 	47	心脏保健品
60	541245978820 	40	心脏保健品
61	45779638988 	34	心脏保健品
62	534362470639 	33	心脏保健品
63	536577895348 	31	心脏保健品
64	43547476618 	27	心脏保健品
65	521905336383 	27	心脏保健品
66	1597029874 	25	心脏保健品
67	36146070097 	21	心脏保健品
68	42975514869 	20	心脏保健品
69	42973005758 	20	心脏保健品
70	537889801088 	20	心脏保健品
71	10483764998 	19	心脏保健品
72	551143520064 	18	心脏保健品
73	12782138769 	17	心脏保健品
74	542561157413 	16	心脏保健品
75	43839904934 	15	心脏保健品
76	548455085811 	13	心脏保健品
77	529094976119 	10	心脏保健品
78	540960217203 	10	心脏保健品
79	44224425744 	10	心脏保健品
80	552158948666 	10	心脏保健品
81	38418301152 	10	心脏保健品
82	41743692509 	9	心脏保健品
83	545554016542 	8	心脏保健品
84	520776920147 	8	心脏保健品
85	162446267 	8	心脏保健品
86	542543843719 	7	心脏保健品
87	541901144164 	7	心脏保健品
88	45419499781 	7	心脏保健品
89	560559725952 	11396	免疫力
90	561500899354 	9211	免疫力
91	44181396823 	3891	免疫力
92	547589369370 	3486	免疫力
93	44106861388 	3054	免疫力
94	42611709862 	2443	免疫力
95	536891224402 	2252	免疫力
96	17206020949 	2251	免疫力
97	541397699347 	2182	免疫力
98	554418944407 	1858	免疫力
99	542628503899 	1832	免疫力
100	555943085607 	1415	免疫力
101	542508957473 	1303	免疫力
102	15744604888 	1263	免疫力
103	547046135254 	1260	免疫力
104	555974456882 	1227	免疫力
105	523783124384 	1183	免疫力
106	522010298465 	1180	免疫力
107	45263442411 	1149	免疫力
108	558128908543 	1124	免疫力
109	12485921022 	1109	免疫力
110	539999658442 	1091	免疫力
111	557888367968 	1070	免疫力
112	541675801137 	1057	免疫力
113	44089706989 	979	免疫力
114	550365931087 	910	免疫力
115	36673411195 	892	免疫力
116	540651744011 	881	免疫力
117	44461718527 	872	免疫力
118	555157494944 	854	免疫力
119	558634004996 	827	免疫力
120	545793613220 	813	免疫力
121	527731724876 	812	免疫力
122	537571586662 	795	免疫力
123	561721560662 	728	免疫力
124	536382429330 	718	免疫力
125	543859869330 	690	免疫力
126	522964065046 	674	免疫力
127	545807030230 	661	免疫力
128	536817676643 	626	免疫力
129	545732899193 	615	免疫力
130	13334555342 	599	免疫力
131	537601638234 	596	免疫力
132	20292493206 	595	免疫力
133	13151992774 	6	心脏保健品
134	527607618182 	6	心脏保健品
135	529060914925 	5	心脏保健品
136	560130240869 	5	心脏保健品
137	542877019865 	5	心脏保健品
138	549296735031 	5	心脏保健品
139	45119324129 	4	心脏保健品
140	538584062419 	4	心脏保健品
141	546488451138 	4	心脏保健品
142	536689993993 	4	心脏保健品
143	551500966118 	4	心脏保健品
144	40222254817 	4	心脏保健品
145	1718006553 	4	心脏保健品
146	537179214538 	4	心脏保健品
147	560907097026 	4	心脏保健品
148	41009362805 	3	心脏保健品
149	37470713328 	3	心脏保健品
150	532748231727 	3	心脏保健品
151	43024834668 	3	心脏保健品
152	536932812440 	3	心脏保健品
153	521643002834 	3	心脏保健品
154	561133282504 	3	心脏保健品
155	42795996499 	3	心脏保健品
156	560066432215 	3	心脏保健品
157	559200648483 	3	心脏保健品
158	544033721378 	2	心脏保健品
159	561710731098 	2	心脏保健品
160	549259007778 	2	心脏保健品
